sep=;
Size;Problem;Instance;Seed;Generations;Time;Fitness;Regenerators;Disconnected
100;1;04;022;16;221;4200;16;0
100;1;02;022;72;870;5100;17;0
100;1;01;022;20;263;4700;18;0
100;1;10;022;72;871;5600;18;1
100;1;03;022;184;2284;4300;16;0
100;1;04;024;18;248;4000;15;0
100;1;02;024;32;395;4900;16;0
100;1;03;024;21;263;4600;18;0
100;1;10;024;22;281;5600;18;1
100;1;01;024;21;270;4500;18;0
100;1;04;026;222;2655;4000;15;0
100;1;02;026;77;927;4500;16;0
100;1;10;026;229;2680;5700;18;1
100;1;03;026;89;1083;4300;16;0
100;1;01;026;28;353;4500;17;0
100;1;04;028;15;198;4000;15;0
100;1;02;028;110;1308;4900;16;0
100;1;03;028;286;3428;4500;16;0
100;1;10;028;318;3858;5500;17;1
100;1;01;028;57;712;4500;18;0
100;1;04;030;16;220;4000;15;0
100;1;02;030;169;1971;4900;17;0
100;1;10;030;25;306;5500;17;1
100;1;03;030;120;1490;4500;17;0
100;1;01;030;20;258;4500;18;0
100;1;04;032;19;248;4000;15;0
100;1;02;032;25;311;4700;16;0
100;1;10;032;28;348;5600;19;1
100;1;03;032;299;3679;4300;16;0
100;1;01;032;26;334;4500;17;0
100;1;04;034;25;328;4000;16;0
100;1;02;034;150;1756;4800;17;0
100;1;10;034;230;2778;5600;18;1
100;1;03;034;184;2196;4500;17;0
100;1;01;034;18;233;4500;18;0
100;1;04;036;19;250;4000;15;0
100;1;02;036;141;1728;4700;16;0
100;1;03;036;61;757;4300;17;0
100;1;10;036;458;5708;5500;17;1
100;1;01;036;285;3536;4600;16;1
100;1;04;038;18;239;4000;15;0
100;1;02;038;298;3557;4600;16;0
100;1;10;038;108;1287;5600;18;1
100;1;03;038;43;532;4300;16;0
100;1;01;038;472;5760;4500;18;0
100;1;04;040;17;226;4000;15;0
100;1;02;040;144;1663;4800;16;0
100;1;03;040;22;276;4700;18;0
100;1;10;040;89;1077;5600;18;1
100;1;01;040;27;342;4500;17;0
100;1;09;022;20;251;4100;16;0
100;1;07;022;27;346;4400;17;0
100;1;08;022;192;2287;4200;18;0
100;1;06;022;19;246;4900;16;0
