Size;Problem;Instance;Seed;Generations;Time;Fitness;Regenerators;Disconnected
100;1;06;062;87;8795;1800;18;0
100;1;02;062;139;13804;1500;15;0
100;1;10;062;118;12328;1700;17;0
100;1;03;062;158;16292;1800;18;0
100;1;05;062;60;6891;1900;19;0
100;1;04;062;83;9342;1900;19;0
100;1;01;062;65;7019;1800;18;0
100;1;06;064;157;15576;1800;18;0
100;1;02;064;69;6891;2000;20;0
100;1;03;064;85;8639;1800;18;0
100;1;10;064;174;18019;1400;14;0
100;1;04;064;179;16475;1500;15;0
100;1;01;064;87;9154;1600;16;0
100;1;05;064;108;12472;1800;18;0
100;1;06;066;90;8622;1400;14;0
100;1;04;066;132;13014;1600;16;0
100;1;03;066;363;32375;1700;17;0
100;1;02;066;103;10634;1700;17;0
100;1;10;066;120;12161;1700;17;0
100;1;01;066;139;13453;1600;16;0
100;1;05;066;166;16563;1500;15;0
100;1;06;068;98;9475;1600;16;0
100;1;04;068;162;14536;1600;16;0
100;1;03;068;118;12153;1700;17;0
100;1;01;068;147;13939;1600;16;0
100;1;02;068;99;10551;1600;16;0
100;1;10;068;160;15958;1900;19;0
100;1;05;068;134;21130;2000;20;0
100;1;04;070;91;13800;1800;18;0
100;1;03;070;96;11062;1800;18;0
100;1;06;070;122;25639;1900;19;0
100;1;01;070;153;18765;1700;17;0
100;1;02;070;109;14305;1500;15;0
100;1;10;070;95;14500;1900;19;0
100;1;05;070;113;12560;1600;16;0
100;1;04;072;108;11956;1600;16;0
100;1;06;072;83;8054;1600;16;0
100;1;03;072;86;8780;1700;17;0
100;1;02;072;140;13176;1500;15;0
100;1;01;072;154;17714;1800;18;0
100;1;10;072;115;12979;1900;19;0
100;1;05;072;134;14999;1600;16;0
100;1;02;074;147;12480;1400;14;0
100;1;04;074;67;7148;1800;18;0
100;1;03;074;88;9097;1700;17;0
100;1;06;074;178;19343;1600;16;0
100;1;01;074;157;15621;1600;16;0
100;1;10;074;149;16387;1900;19;0
100;1;05;074;126;13516;1600;16;0
100;1;03;076;97;9118;1400;14;0
100;1;04;076;118;12281;1700;17;0
100;1;02;076;145;16461;1800;18;0
100;1;06;076;87;10463;1700;17;0
100;1;01;076;80;7628;1700;17;0
100;1;10;076;141;14375;1700;17;0
100;1;03;078;77;7860;1600;16;0
100;1;04;078;164;15677;1600;16;0
100;1;05;076;120;13319;1700;17;0
100;1;02;078;60;6693;1800;18;0
100;1;06;078;212;20668;1500;15;0
100;1;01;078;76;8586;1700;17;0
100;1;04;080;179;17263;1500;15;0
100;1;03;080;131;14491;1600;16;0
100;1;05;078;91;9972;1700;17;0
100;1;10;078;110;13590;2100;21;0
100;1;06;080;104;10038;1600;16;0
100;1;02;080;87;9884;1900;19;0
100;1;01;080;76;9017;1800;18;0
100;2;01;062;122;10208;900;9;0
100;2;02;062;130;12895;1200;12;0
100;1;05;080;140;15911;1800;18;0
100;2;04;062;130;12163;1100;11;0
100;1;10;080;105;13597;1800;18;0
100;2;01;064;108;10138;1100;11;0
100;1;09;062;170;19382;1700;17;0
100;1;07;062;125;14797;1600;16;0
100;2;02;064;85;9881;1000;10;0
100;2;03;062;96;9597;1100;11;0
100;2;04;064;143;14439;1200;12;0
100;2;01;066;66;6048;1100;11;0
100;1;08;062;146;15894;1900;19;0
100;2;03;064;110;8367;1000;10;0
100;2;02;066;181;14634;1100;11;0
