sep=;
Size;Problem;Instance;Seed;Generations;Time;Fitness;Regenerators;Disconnected
100;1;10;022;25;626;7200;25;1
100;1;01;022;16;426;6100;22;1
100;1;02;022;2;73;7200;20;2
100;1;03;022;1;50;7200;29;0
100;1;10;024;3;92;7500;28;0
100;1;01;024;20;521;6500;24;0
100;1;03;024;17;438;7100;27;0
100;1;02;024;1;44;7000;20;1
100;1;10;026;67;1558;7700;26;0
100;1;01;026;22;579;6400;23;1
100;1;03;026;4;118;7300;25;1
100;1;02;026;36;927;6500;22;0
100;1;10;028;29;720;7500;26;0
100;1;01;028;11;294;6300;22;1
100;1;03;028;8;219;7400;21;2
100;1;02;028;1;44;7000;20;2
100;1;10;030;11;288;7400;24;1
100;1;01;030;6;171;6500;25;0
100;1;03;030;1;42;7200;21;3
100;1;02;030;10;282;7000;25;0
100;1;10;032;1;41;7500;24;1
100;1;03;032;1;41;7300;26;0
100;1;01;032;21;548;6600;25;0
100;1;02;032;1;43;6100;21;0
100;1;10;034;1;47;7500;23;1
100;1;01;034;11;299;6100;24;0
100;1;03;034;1;42;7000;23;1
100;1;02;034;1;44;6600;24;0
100;1;10;036;18;459;7400;25;1
100;1;03;036;24;611;7000;24;0
100;1;01;036;5;146;6200;21;1
100;1;02;036;1;45;6400;18;1
100;1;10;038;1;42;7300;25;1
100;1;03;038;1;43;7300;21;2
100;1;01;038;12;320;6200;22;1
100;1;02;038;1;44;6700;22;1
100;1;10;040;37;903;6900;21;2
100;1;03;040;33;830;7300;22;2
100;1;01;040;1;43;6700;24;0
100;1;02;040;5;151;6700;21;2
100;1;05;022;10;267;7400;25;0
100;1;07;022;48;1136;7400;25;1
100;1;04;022;4;115;7100;22;2
100;1;06;022;5;148;7000;21;2
100;1;05;024;9;239;7100;25;0
100;1;07;024;59;1399;7600;22;3
100;1;04;024;7;189;7100;26;1
100;1;06;024;24;630;7000;23;2
100;1;07;026;35;822;8100;23;2
100;1;05;026;143;3220;7700;25;2
100;1;04;026;72;1670;6500;22;1
100;1;06;026;34;874;6900;25;0
100;1;07;028;5;139;7600;25;1
100;1;05;028;25;624;7500;24;1
100;1;04;028;31;754;6900;20;4
100;1;06;028;23;598;6100;23;0
100;1;07;030;59;1386;7700;21;3
100;1;04;030;1;41;7200;26;0
100;1;05;030;15;389;7100;24;0
100;1;06;030;1;43;7400;23;1
100;1;07;032;4;112;7900;26;1
100;1;04;032;41;982;7000;26;1
100;1;05;032;4;115;7400;26;0
100;1;06;032;13;350;7200;24;2
100;1;07;034;360;7815;8100;26;1
100;1;04;034;46;1116;7000;25;1
100;1;05;034;33;807;7600;25;0
100;1;06;034;1;43;7100;19;4
100;1;07;036;21;510;7100;22;1
100;1;04;036;21;521;7200;26;0
100;1;05;036;42;1022;7200;24;1
100;1;06;036;31;789;7100;21;2
100;1;07;038;19;466;7500;24;2
100;1;04;038;1;40;6700;23;1
100;1;05;038;1;41;7500;23;2
100;1;06;038;10;277;7300;26;1
100;1;07;040;75;1754;7600;28;0
100;1;04;040;36;885;6900;24;1
100;1;05;040;17;431;7200;25;0
100;1;06;040;12;329;6400;25;0
100;3;10;022;283;5089;5900;20;0
100;1;08;022;1;42;7000;22;1
100;1;09;022;2;69;6900;24;1
100;3;01;022;492;9124;5500;19;0
100;3;10;024;292;5367;6200;23;0
100;1;08;024;13;342;7200;26;0
100;1;09;024;1;43;6900;25;1
100;3;01;024;162;3011;6500;22;0
100;3;10;026;118;2202;6400;23;0
100;3;01;026;293;5457;5800;21;0
100;1;08;026;15;391;7200;19;3
100;1;09;026;4;120;7000;23;1
100;3;10;028;406;7444;6100;20;0
100;3;01;028;424;7781;6500;24;0
100;1;08;028;1;42;7400;22;1
100;1;09;028;1;43;6600;21;1
100;3;10;030;426;7643;6200;22;0
100;3;01;030;367;6721;6100;22;0
100;3;10;032;269;4941;5500;21;0
100;1;08;030;8;223;7200;24;1
100;1;09;030;12;322;7100;23;2
100;3;01;032;148;2765;6100;24;0
100;3;10;034;406;7422;5700;22;0
100;1;08;032;25;636;7300;22;2
100;1;09;032;9;249;7000;27;0
100;3;01;034;328;6010;6400;23;0
100;3;10;036;51;966;6500;24;0
100;1;08;034;1;42;7100;22;1
100;1;09;034;13;353;7000;27;0
100;3;01;036;204;3818;6000;21;0
100;3;10;038;324;5949;6700;24;0
100;3;01;038;186;3435;6500;24;0
100;1;08;036;1;42;6800;20;2
100;1;09;036;12;319;6700;22;1
100;3;10;040;277;5166;6600;24;0
100;3;01;040;176;3244;7100;25;0
100;1;08;038;1;41;7400;26;0
100;1;09;038;24;617;6800;25;1
100;3;05;022;186;3394;5600;21;0
100;3;04;022;274;5018;6600;23;0
100;3;05;024;97;1799;6400;24;0
100;1;08;040;39;962;7200;22;2
100;1;09;040;1;43;6700;25;0
100;3;04;024;458;8408;5400;17;0
100;3;05;026;407;7538;6300;23;0
100;3;02;022;374;6794;6300;22;0
100;3;03;022;86;1595;6600;25;0
100;3;04;026;285;5206;6000;22;0
100;3;05;028;69;1317;6600;25;0
100;3;02;024;111;2005;6600;24;0
100;3;03;024;448;8099;6100;23;0
100;3;04;028;180;3250;6400;24;0
100;3;05;030;380;6955;5900;23;0
100;3;02;026;317;5777;7000;23;0
100;3;03;026;285;5194;6700;24;0
100;3;04;030;397;7297;6600;23;0
100;3;05;032;335;6218;6000;22;0
100;3;02;028;482;8800;6600;24;0
100;3;03;028;131;2447;6300;22;0
100;3;04;032;370;6748;6100;22;0
100;3;05;034;211;3866;6000;22;0
100;3;02;030;343;6180;6800;24;0
100;3;03;030;155;2839;5800;21;0
100;3;04;034;405;7278;6300;23;0
100;3;02;032;267;4865;6900;23;0
100;3;05;036;412;7580;6100;24;0
100;3;03;032;327;6002;5200;20;0
100;3;04;036;199;3644;6800;25;0
100;3;02;034;313;5683;7000;27;0
100;3;05;038;329;6013;5800;20;0
100;3;03;034;99;1828;5200;19;0
100;3;04;038;235;4283;6600;24;0
100;3;02;036;491;8925;6300;22;0
100;3;05;040;392;7122;6200;23;0
100;3;03;036;191;3490;5900;23;0
