sep=;
Size;Problem;Time(ms);Generations;Fitness;Regenerators;Disconnected
40.0;1.0;2488.0620437956204;198.31386861313868;3819.3430656934306;13.94890510948905;0.0
40.0;3.0;2030.7484407484408;180.49480249480249;1672.7650727650728;6.860706860706861;0.0
40.0;5.0;2786.5080645161293;261.99395161290323;1258.8709677419354;5.074596774193548;0.0
40.0;7.0;3043.56338028169;298.85311871227367;1036.619718309859;4.277665995975855;0.0
40.0;9.0;2936.396793587174;298.30060120240483;940.2805611222445;3.8396793587174347;0.0
60.0;1.0;1762.3842592592594;115.26388888888889;4838.425925925926;17.65277777777778;0.0
60.0;3.0;2732.969298245614;203.7938596491228;2814.6929824561403;10.49780701754386;0.0
60.0;5.0;3784.6369168356996;308.68559837728196;2523.1237322515212;9.598377281947261;0.0
60.0;7.0;3522.942;307.462;2574.8;9.56;0.0
60.0;9.0;3477.312;321.946;2601.8;9.496;0.0
80.0;1.0;873.5798816568048;47.349112426035504;6011.834319526627;21.37869822485207;0.0
80.0;3.0;3732.837837837838;246.8918918918919;4360.291060291061;16.083160083160084;0.0
80.0;5.0;4257.50501002004;308.0080160320641;4316.432865731463;16.112224448897795;0.0
80.0;7.0;4084.346;324.58;4445.8;16.108;0.0
80.0;9.0;3778.992;319.47;4433.0;16.184;0.0
100.0;1.0;789.3435897435897;33.748717948717946;6978.974358974359;25.04102564102564;0.0
100.0;3.0;4989.022267206477;282.63157894736844;6350.607287449393;22.821862348178136;0.0
100.0;5.0;4815.134;312.552;6567.4;22.988;0.0
100.0;7.0;4462.92;322.41;6547.4;23.206;0.0
100.0;9.0;4174.678;324.11;6333.8;23.28;0.0
